27.05.2019 11:15:28:267;Ax=4,87930081173745;Ay=4,9933473567913;Az=0,0532727675993332;rx=87,3981784372116;ry=87,408040272262;rz=88,0925834817312;Vx=4,87930081173745;Vy=4,9933473567913;Vz=0,0532727675993332;cx=-0,203063942062698;cy=-0,0064398485847903;latitude=39,9226435651858;longitude=131,368466416541;
27.05.2019 16:34:41:971;Ax=4,93091826952571;Ay=4,58163400161156;Az=-0,00735132510650427;rx=88,882792512366;ry=87,5256487988055;rz=86,7076660260594;Vx=2387,56491196927;Vy=2390,46386621402;Vz=-4,55396378790211;cx=-0,143700347476965;cy=-0,032236508760711;latitude=45,2905110424701;longitude=125,994290730045;
27.05.2019 16:34:42:87;Ax=4,75280934677124;Ay=4,75786450819944;Az=-0,0272688700246011;rx=89,5458632535515;ry=88,4932362113582;rz=89,1913886518177;Vx=2392,31772131604;Vy=2395,22173072221;Vz=-4,58123265792671;cx=-0,186275176394858;cy=-0,0663734503050222;latitude=45,3118710221247;longitude=125,972904821735;
27.05.2019 16:34:42:189;Ax=4,88773982780415;Ay=4,73544326365713;Az=-0,092239736133366;rx=87,0418631548723;ry=89,3775315288815;rz=88,5614433470468;Vx=2397,20546114385;Vy=2399,95717398587;Vz=-4,67347239406008;cx=-0,139468942309946;cy=-0,0929569193129254;latitude=45,3332746423134;longitude=125,951476632681;
27.05.2019 16:34:42:291;Ax=4,67917358185126;Ay=4,77698912903526;Az=0,0433590519676725;rx=89,040234325938;ry=88,6330995059726;rz=88,6122972190437;Vx=2401,8846347257;Vy=2404,73416311491;Vz=-4,63011334209241;cx=-0,220987396243018;cy=-0,140754734638961;latitude=45,3547200408378;longitude=125,930005791939;
27.05.2019 16:34:42:399;Ax=4,68501473436366;Ay=4,50817789556839;Az=0,145672679038566;rx=87,6630990231238;ry=85,5611577979574;rz=88,0528059490271;Vx=2406,56964946006;Vy=2409,24234101048;Vz=-4,48444066305384;cx=-0,185404797892737;cy=-0,170243821186126;latitude=45,3762072698508;longitude=125,908494699609;
27.05.2019 16:34:42:527;Ax=4,79229089817605;Ay=4,90252959677136;Az=-0,161112297843728;rx=86,4004829749001;ry=86,9845640372879;rz=88,6611621785728;Vx=2411,36194035824;Vy=2414,14487060725;Vz=-4,64555296089757;cx=-0,197595482504738;cy=-0,0931318599000264;latitude=45,3977372871754;longitude=125,886939834692;
27.05.2019 16:34:42:616;Ax=4,87166910868681;Ay=4,73227547050094;Az=-0,271585675059624;rx=87,6684710414468;ry=87,3451621075371;rz=89,4661408224917;Vx=2416,23360946692;Vy=2418,87714607775;Vz=-4,91713863595719;cx=-0,0940080334404527;cy=-0,184158946065772;latitude=45,4193108015457;longitude=125,865342717317;
27.05.2019 16:34:42:718;Ax=4,89156498452256;Ay=4,54921960669999;Az=-0,15330774714393;rx=89,5327466374881;ry=87,6674345583503;rz=88,0857587245227;Vx=2421,12517445145;Vy=2423,42636568445;Vz=-5,07044638310112;cx=-0,18889148405934;cy=-0,0418506549051259;latitude=45,4409279906033;longitude=125,843704981909;
27.05.2019 16:34:42:819;Ax=4,74894761096171;Ay=4,6355194291731;Az=-0,0854743728579361;rx=88,4196351512427;ry=89,2303345404707;rz=88,611397448979;Vx=2425,87412206241;Vy=2428,06188511362;Vz=-5,15592075595906;cx=-0,0694313402028897;cy=-0,178157374939488;latitude=45,4625875809788;longitude=125,822025857935;
27.05.2019 16:34:42:924;Ax=4,647453925641;Ay=4,63607986650247;Az=0,0290272301430941;rx=85,7547651579393;ry=86,8614540276404;rz=86,3101381789009;Vx=2430,52157598805;Vy=2432,69796498012;Vz=-5,12689352581596;cx=-0,167185121177319;cy=-0,0774299970955781;latitude=45,4842886664787;longitude=125,80030534039;
27.05.2019 16:34:43:26;Ax=4,71609020126801;Ay=4,6003187406344;Az=-0,328309739138144;rx=86,5426202714642;ry=87,9065682945804;rz=87,9117810336928;Vx=2435,23766618932;Vy=2437,29828372076;Vz=-5,45520326495411;cx=-0,00801284001581593;cy=-0,115050410660942;latitude=45,5060318599269;longitude=125,778543748571;
27.05.2019 16:34:43:130;Ax=4,71708463654718;Ay=4,90491478140695;Az=-0,00122064861991422;rx=89,6181813376575;ry=86,2825756733225;rz=86,7591574046571;Vx=2439,95475082586;Vy=2442,20319850216;Vz=-5,45642391357402;cx=-0,0536155491036467;cy=-0,222757032046914;latitude=45,5278171702021;longitude=125,75673836287;
27.05.2019 16:34:43:233;Ax=4,82228845023657;Ay=4,781889157501;Az=0,00110605291608135;rx=85,76488917473;ry=86,2804315342942;rz=87,6284551986626;Vx=2444,7770392761;Vy=2446,98508765967;Vz=-5,45531786065794;cx=-0,0546485869235553;cy=-0,213318773539889;latitude=45,5496455366242;longitude=125,734890281731;
27.05.2019 16:34:43:335;Ax=4,88656733761847;Ay=4,97431960258368;Az=-0,25651269881358;rx=86,1204433090149;ry=86,0548957512038;rz=87,8650741732517;Vx=2449,66360661372;Vy=2451,95940726225;Vz=-5,71183055947152;cx=-0,0272316474477918;cy=-0,0893026659098908;latitude=45,5715175331118;longitude=125,712997787023;
27.05.2019 16:34:43:449;Ax=4,92074209820514;Ay=4,86875891306845;Az=-0,118007241547111;rx=86,7645658926408;ry=87,890546376766;rz=89,679550047349;Vx=2454,58434871192;Vy=2456,82816617532;Vz=-5,82983780101863;cx=-0,162179069634142;cy=-0,0085626267518677;latitude=45,5934334647967;longitude=125,691061821253;
27.05.2019 16:34:43:551;Ax=4,65332574031936;Ay=4,52019320638859;Az=-0,242680730853547;rx=85,5861015078081;ry=89,9723832865583;rz=88,9931918582847;Vx=2459,23767445224;Vy=2461,34835938171;Vz=-6,07251853187218;cx=-0,217286158605617;cy=-0,221603603694405;latitude=45,6153909440329;longitude=125,669085496616;
27.05.2019 16:34:43:665;Ax=4,75522553117723;Ay=4,87404285691401;Az=-0,143981210465534;rx=88,8244516101314;ry=87,6501837026562;rz=86,3914084017237;Vx=2463,99289998342;Vy=2466,22240223862;Vz=-6,21649974233771;cx=-0,116451573810288;cy=-0,00918216936252492;latitude=45,6373908806399;longitude=125,647065653739;
27.05.2019 16:34:43:767;Ax=4,72176004490897;Ay=4,99573197983938;Az=-0,120720640789122;rx=88,1376918713272;ry=87,070395323015;rz=89,2192998906687;Vx=2468,71466002833;Vy=2471,21813421846;Vz=-6,33722038312683;cx=-0,14279519822113;cy=-0,0205656222163526;latitude=45,6594329758187;longitude=125,625001206112;
27.05.2019 16:34:43:868;Ax=4,96542955351315;Ay=4,54722972006874;Az=-0,313166394020974;rx=87,4637454557064;ry=89,1712225785811;rz=87,6631231252864;Vx=2473,68008958184;Vy=2475,76536393853;Vz=-6,65038677714781;cx=-0,117284350885207;cy=-0,0639476997609947;latitude=45,68151940519;longitude=125,60289615822;
27.05.2019 16:34:43:981;Ax=4,64228709002132;Ay=4,87013411236468;Az=0,0261063902061931;rx=86,0986926767969;ry=86,6625817763445;rz=88,8209267537207;Vx=2478,32237667186;Vy=2480,63549805089;Vz=-6,62428038694162;cx=-0,211937937867795;cy=-0,000704290985922285;latitude=45,7036472835532;longitude=125,580747626987;
27.05.2019 16:34:44:84;Ax=4,95717773281838;Ay=4,58593975384065;Az=-0,0362873857311374;rx=87,1885100389777;ry=86,0109050674415;rz=86,1309154409128;Vx=2483,27955440468;Vy=2485,22143780473;Vz=-6,66056777267275;cx=-0,196811851042703;cy=-0,0802364758938694;latitude=45,7258194224318;longitude=125,558558149864;
27.05.2019 16:34:44:200;Ax=4,62754018820242;Ay=4,75239757925849;Az=0,068747276495559;rx=87,9289585582115;ry=87,6160358144511;rz=88,6187267359899;Vx=2487,90709459288;Vy=2489,97383538399;Vz=-6,59182049617719;cx=-0,0870823929026159;cy=-0,116968411389728;latitude=45,7480328786335;longitude=125,536326240619;
27.05.2019 16:34:44:304;Ax=4,83751586910221;Ay=4,65302065184946;Az=-0,305862719312246;rx=89,5473158059396;ry=88,6616894044735;rz=88,1905313721814;Vx=2492,74461046199;Vy=2494,62685603584;Vz=-6,89768321548944;cx=-0,18016473262346;cy=-0,218304667234563;latitude=45,7702895269412;longitude=125,514052786548;
27.05.2019 16:34:44:405;Ax=4,63467474777003;Ay=4,84812478900334;Az=-0,122903577784497;rx=88,8189766913741;ry=87,5064508898679;rz=87,0722758469974;Vx=2497,37928520976;Vy=2499,47498082485;Vz=-7,02058679327394;cx=-0,0673112581797426;cy=-0,0662543174770036;latitude=45,7925875562734;longitude=125,491736045647;
27.05.2019 16:34:44:521;Ax=4,96670517510115;Ay=4,73084445029071;Az=-0,014100858226465;rx=86,2969375384492;ry=86,395886362249;rz=89,9555859965997;Vx=2502,34599038486;Vy=2504,20582527514;Vz=-7,0346876515004;cx=-0,0461108755884254;cy=-0,047102472964724;latitude=45,8149299311876;longitude=125,469377065065;
27.05.2019 16:34:44:624;Ax=4,98458938905252;Ay=4,71513688574319;Az=-0,259346248679489;rx=86,8996443652546;ry=88,3943976368263;rz=89,7253544240842;Vx=2507,33057977391;Vy=2508,92096216088;Vz=-7,29403390017989;cx=-0,169749490483547;cy=-0,0919071462899055;latitude=45,8373168113641;longitude=125,446975985045;
27.05.2019 16:34:44:732;Ax=4,56365054103716;Ay=4,63603619329447;Az=-0,120994460569226;rx=89,7853959096993;ry=88,4236912275309;rz=86,2139254367044;Vx=2511,89423031495;Vy=2513,55699835417;Vz=-7,41502836074912;cx=-0,1587887612096;cy=-0,153796588840798;latitude=45,8597444384205;longitude=125,424533511846;
27.05.2019 16:34:44:835;Ax=4,98630582633722;Ay=4,79883409701233;Az=-0,297062521216954;rx=87,3777819664114;ry=88,5870476409733;rz=87,2447862877719;Vx=2516,88053614129;Vy=2518,35583245119;Vz=-7,71209088196607;cx=-0,180559020387271;cy=-0,0212207076587845;latitude=45,8822165860646;longitude=125,402048191913;
27.05.2019 16:34:44:936;Ax=4,90197815299126;Ay=4,56597909311111;Az=-0,0468208908554262;rx=85,5384357618347;ry=85,5956344600281;rz=87,4614146034985;Vx=2521,78251429428;Vy=2522,9218115443;Vz=-7,7589117728215;cx=-0,161762729502172;cy=-0,0708971587339846;latitude=45,9047325013708;longitude=125,37952210431;
27.05.2019 16:34:45:53;Ax=4,75548926426819;Ay=4,64880944283158;Az=0,115112367162999;rx=86,7254574327848;ry=87,3746476102968;rz=89,4970609822762;Vx=2526,53800355854;Vy=2527,57062098713;Vz=-7,6437994056585;cx=-0,13802454907588;cy=-0,150664084707699;latitude=45,9272908764026;longitude=125,35695450948;
27.05.2019 16:34:45:155;Ax=4,72534587896678;Ay=4,93133452508195;Az=-0,044875353106705;rx=86,2821251502177;ry=89,5112259921204;rz=88,8683789267057;Vx=2531,26334943751;Vy=2532,50195551221;Vz=-7,6886747587652;cx=-0,212438878853547;cy=-0,0506789430396992;latitude=45,9498914420226;longitude=125,334342884877;
27.05.2019 16:34:45:271;Ax=4,58370836408981;Ay=4,67766933919753;Az=-0,247757210953979;rx=88,206379489138;ry=89,4791486875523;rz=87,20000052182;Vx=2535,8470578016;Vy=2537,17962485141;Vz=-7,93643196971918;cx=-0,201454855013388;cy=-0,0941740893149685;latitude=45,9725329336101;longitude=125,311689495369;
27.05.2019 16:34:45:372;Ax=4,61637915327045;Ay=4,63781087945114;Az=-0,0964621124074148;rx=87,8005857988263;ry=86,9967424417831;rz=86,5665744284944;Vx=2540,46343695487;Vy=2541,81743573086;Vz=-8,0328940821266;cx=-0,0966888692913059;cy=-0,0694279867082059;latitude=45,9952156428686;longitude=125,288994696836;
27.05.2019 16:34:45:474;Ax=4,99550892552152;Ay=4,88655478106186;Az=-0,129334163190487;rx=87,0844062420467;ry=86,5279141322374;rz=85,5987673430232;Vx=2545,45894588039;Vy=2546,70399051192;Vz=-8,16222824531708;cx=-0,0225289693556405;cy=-0,206015427262066;latitude=46,0179429548854;longitude=125,266256268349;
27.05.2019 16:34:45:591;Ax=4,60555531718096;Ay=4,88774655591126;Az=0,1332965617456;rx=89,2050369152357;ry=88,9986644657322;rz=85,6066944420369;Vx=2550,06450119757;Vy=2551,59173706783;Vz=-8,02893168357148;cx=-0,2217820072648;cy=-0,212528777489219;latitude=46,0407113879318;longitude=125,243474199268;
27.05.2019 16:34:45:693;Ax=4,53806549056343;Ay=4,91579898256613;Az=0,0705622761140408;rx=88,4966104072503;ry=86,5412295020843;rz=88,5583659208186;Vx=2554,60256668814;Vy=2556,5075360504;Vz=-7,95836940745744;cx=-0,0448545931116016;cy=-0,195029857170312;latitude=46,0635203394201;longitude=125,220648239125;
27.05.2019 16:34:45:797;Ax=4,59648689841688;Ay=4,67438812119625;Az=-0,33021721629436;rx=86,1343496952366;ry=87,215219993943;rz=89,4389232196561;Vx=2559,19905358655;Vy=2561,1819241716;Vz=-8,2885866237518;cx=-0,000501206796847953;cy=-0,176923075889668;latitude=46,08637033097;longitude=125,197780543374;
27.05.2019 16:34:45:899;Ax=4,64619867906263;Ay=4,95940906180041;Az=-0,25860613105288;rx=86,0322329625637;ry=86,8823863954201;rz=88,6668161808824;Vx=2563,84525226562;Vy=2566,1413332334;Vz=-8,54719275480468;cx=-0,10207464965157;cy=-0,192269603310748;latitude=46,1092618064366;longitude=125,174868567184;
27.05.2019 16:34:46:2;Ax=4,7277337155434;Ay=4,56005484962838;Az=-0,154846485054514;rx=85,9894296843509;ry=87,3503314661097;rz=86,7658659844966;Vx=2568,57298598116;Vy=2570,70138808302;Vz=-8,70203923985919;cx=-0,0441073126015752;cy=-0,177964103130144;latitude=46,1321954938115;longitude=125,151915876219;
27.05.2019 16:34:46:118;Ax=4,63065978448403;Ay=4,72582405979085;Az=-0,132444846249392;rx=87,7545515986879;ry=87,281513943468;rz=89,5696122069236;Vx=2573,20364576565;Vy=2575,42721214281;Vz=-8,83448408610858;cx=-0,121489461812416;cy=-0,154939279556245;latitude=46,1551705263629;longitude=125,128920990396;
27.05.2019 16:34:46:219;Ax=4,98623165464319;Ay=4,65406551941022;Az=-0,270441760411692;rx=89,4584210414711;ry=89,9207222896725;rz=88,9150709176506;Vx=2578,18987742029;Vy=2580,08127766222;Vz=-9,10492584652028;cx=-0,0667764269592155;cy=-0,149446268251374;latitude=46,1781900788399;longitude=125,105884550417;
27.05.2019 16:34:46:330;Ax=4,88886034879315;Ay=4,87645895261153;Az=-0,0845279107031072;rx=89,3639829095285;ry=89,2841496215128;rz=89,5321268921402;Vx=2583,07873776908;Vy=2584,95773661484;Vz=-9,18945375722338;cx=-0,0566480972602221;cy=-0,141211338290574;latitude=46,2012532818557;longitude=125,082804570626;
27.05.2019 16:34:46:432;Ax=4,64263153734739;Ay=4,84782806124903;Az=-0,244777003626701;rx=86,0007358554288;ry=86,8019842863092;rz=88,6134784534171;Vx=2587,72136930643;Vy=2589,80556467608;Vz=-9,43423076085008;cx=-0,0625464304757983;cy=-0,0198741949372305;latitude=46,2243579369388;longitude=125,059681306656;
27.05.2019 16:34:46:535;Ax=4,77240437142197;Ay=4,91525856843929;Az=0,0898235149867013;rx=89,6828034558253;ry=87,4809268359006;rz=87,7354242653751;Vx=2592,49377367785;Vy=2594,72082324452;Vz=-9,34440724586338;cx=-0,0409987730630661;cy=-0,137691204767997;latitude=46,2475052027752;longitude=125,036514156448;
27.05.2019 16:34:46:644;Ax=4,72938564360579;Ay=4,93570337907211;Az=-0,277094658802773;rx=89,9957967207282;ry=87,9507920245876;rz=88,5000859654975;Vx=2597,22315932146;Vy=2599,6565266236;Vz=-9,62150190466616;cx=-0,188305717794364;cy=-0,0682733738880046;latitude=46,2706946952691;longitude=125,01330293746;
27.05.2019 16:34:46:746;Ax=4,70844690953775;Ay=4,52725633328187;Az=-0,184479272754154;rx=88,4622008926059;ry=88,8766171808246;rz=89,75387083844;Vx=2601,93160623099;Vy=2604,18378295688;Vz=-9,80598117742031;cx=-0,142171584205776;cy=-0,142809441589193;latitude=46,2939262274676;longitude=124,990051296541;
27.05.2019 16:34:46:863;Ax=4,85170872036913;Ay=4,53135812772967;Az=-0,142125804159849;rx=88,6510613922268;ry=88,6226052395639;rz=87,0694749083228;Vx=2606,78331495136;Vy=2608,71514108461;Vz=-9,94810698158016;cx=-0,220038493871705;cy=-0,161869678081423;latitude=46,317201078494;longitude=124,966759197067;
27.05.2019 16:34:46:979;Ax=4,79305758713421;Ay=4,62372311722661;Az=4,91742018874149;rx=86,1833951737189;ry=89,4566592827703;rz=88,9816680049904;Vx=2611,5763725385;Vy=2613,33886420183;Vz=-5,03068679283867;cx=-0,0234926100464037;cy=-0,161784056311838;latitude=46,3405187246774;longitude=124,943425814351;
27.05.2019 16:34:47:68;Ax=4,96756733719612;Ay=4,57145254433688;Az=3,04994579078627;rx=89,8628192098638;ry=88,8759788213652;rz=88,8712413340673;Vx=2616,54393987569;Vy=2617,91031674617;Vz=-1,9807410020524;cx=-0,0387509395199643;cy=-0,085820106468546;latitude=46,3638807241405;longitude=124,920051615094;
27.05.2019 16:34:47:173;Ax=4,76628521190318;Ay=4,7569416050133;Az=-3,10280959226788;rx=86,5566772867724;ry=87,1237919082045;rz=85,7868704978781;Vx=2621,3102250876;Vy=2622,66725835118;Vz=-5,08355059432028;cx=-0,18870505397846;cy=-0,0901115747821066;latitude=46,3872852797217;longitude=124,896634943145;
27.05.2019 16:34:47:309;Ax=4,73119542222991;Ay=4,75717782962936;Az=2,86304721916702;rx=87,1987036863336;ry=86,7645565028137;rz=86,0289631465119;Vx=2626,04142050983;Vy=2627,42443618081;Vz=-2,22050337515326;cx=-0,0688214667461935;cy=-0,200250205793537;latitude=46,4107320781191;longitude=124,873175796393;
27.05.2019 16:34:47:388;Ax=4,92467780989813;Ay=4,93261573693371;Az=2,85647538183559;rx=86,8372839695482;ry=86,9933042668241;rz=85,5504904703938;Vx=2630,96609831973;Vy=2632,35705191775;Vz=0,635972006682329;cx=-0,0411063380265162;cy=-0,080282290957534;latitude=46,4342228468541;longitude=124,84967260843;
27.05.2019 16:34:47:489;Ax=4,57946213338499;Ay=4,52504085238326;Az=0,911566095315649;rx=88,2335442817926;ry=87,9543587213635;rz=87,2937491060205;Vx=2635,54556045311;Vy=2636,88209277013;Vz=1,54753810199798;cx=-0,0866083826574595;cy=-0,0102931425372574;latitude=46,4577545036438;longitude=124,826129018316;
27.05.2019 16:34:47:591;Ax=4,61747132666291;Ay=4,79858554354803;Az=-0,0661672794335377;rx=86,3101307944442;ry=88,4447612387337;rz=89,0425528357935;Vx=2640,16303177977;Vy=2641,68067831368;Vz=1,48137082256444;cx=-0,0180592734916445;cy=-0,107467610683514;latitude=46,4813273878562;longitude=124,802542583688;
27.05.2019 16:34:47:700;Ax=4,54306768162319;Ay=4,86766813270173;Az=-0,205262625150039;rx=87,1420588161061;ry=87,9642430324872;rz=87,8314441127383;Vx=2644,7060994614;Vy=2646,54834644638;Vz=1,2761081974144;cx=-1,18814525293942E-05;cy=-0,0410428555873423;latitude=46,5049408351728;longitude=124,778912687737;
27.05.2019 16:34:47:801;Ax=4,7243891371062;Ay=4,64494624810524;Az=-0,489920119913258;rx=89,4824371889617;ry=87,012962897547;rz=87,8876972400526;Vx=2649,4304885985;Vy=2651,19329269449;Vz=0,786188077501144;cx=-0,160485319809752;cy=-0,107696178163259;latitude=46,5285964645353;longitude=124,755241319053;
27.05.2019 16:34:47:919;Ax=4,84828902285001;Ay=4,52559549874887;Az=-0,412053545965838;rx=86,8984242367551;ry=87,0327756400373;rz=87,9923546386381;Vx=2654,27877762135;Vy=2655,71888819323;Vz=0,374134531535306;cx=-0,212829510850291;cy=-0,210649515297568;latitude=46,5522953821926;longitude=124,731529543265;
27.05.2019 16:34:48:21;Ax=4,94964090220148;Ay=4,63592086924981;Az=-0,278726472625847;rx=88,5772866108815;ry=89,7744686614137;rz=87,813439870632;Vx=2659,22841852355;Vy=2660,35480906248;Vz=0,0954080589094595;cx=-0,122488267730219;cy=-0,211022627335517;latitude=46,5760384930723;longitude=124,707776375327;
27.05.2019 16:34:48:122;Ax=4,97274745580403;Ay=4,94529229446561;Az=-0,24448057389561;rx=88,1842910725084;ry=86,9478540967441;rz=87,5358144233636;Vx=2664,20116597936;Vy=2665,30010135695;Vz=-0,149072514986151;cx=-0,203494442581892;cy=-0,0808142456136736;latitude=46,5998260034828;longitude=124,683979052994;
27.05.2019 16:34:48:237;Ax=4,5250672556111;Ay=4,9527724410653;Az=-0,270661994684795;rx=86,6498424884164;ry=86,7530301852399;rz=88,7853951578892;Vx=2668,72623323497;Vy=2670,25287379802;Vz=-0,419734509670946;cx=-0,085941287414613;cy=-0,066522765004315;latitude=46,6236539162795;longitude=124,660137509478;
27.05.2019 16:34:48:339;Ax=4,65521958756969;Ay=4,82315756092926;Az=-0,108274490133986;rx=88,2144017499939;ry=88,701034749486;rz=88,2403902934121;Vx=2673,38145282254;Vy=2675,07603135894;Vz=-0,528008999804933;cx=-0,184106392685372;cy=-0,105237275201468;latitude=46,6475233935369;longitude=124,636252902055;
27.05.2019 16:34:48:453;Ax=4,84062260125793;Ay=4,81284740884455;Az=-0,117189922634134;rx=86,7409552092389;ry=87,189982366371;rz=86,922475760068;Vx=2678,2220754238;Vy=2679,88887876779;Vz=-0,645198922439067;cx=-0,0297662886580241;cy=-0,0146968818338138;latitude=46,6714360906389;longitude=124,61232532278;
27.05.2019 16:34:48:556;Ax=4,91714239861683;Ay=4,52901905194345;Az=0,119745565191725;rx=87,5053322473566;ry=86,9380224051131;rz=88,6060025312966;Vx=2683,13921782241;Vy=2684,41789781973;Vz=-0,525453357247343;cx=-0,180088883000472;cy=-0,170060660885675;latitude=46,695392690798;longitude=124,588357305835;
27.05.2019 16:34:48:658;Ax=4,97780537115308;Ay=4,71753366650899;Az=-0,219686784860532;rx=87,4578236704496;ry=87,2783125908013;rz=89,0935672945779;Vx=2688,11702319357;Vy=2689,13543148624;Vz=-0,745140142107874;cx=-0,0483010245595565;cy=-0,186931351903795;latitude=46,719393735648;longitude=124,564347168054;
27.05.2019 16:34:48:774;Ax=4,82690150794895;Ay=4,71910189405042;Az=-0,163298853027308;rx=86,8660506130504;ry=85,6379102818379;rz=89,3358328954018;Vx=2692,94392470152;Vy=2693,85453338029;Vz=-0,908438995135182;cx=-0,14607436480982;cy=-0,149283159558792;latitude=46,7434378778328;longitude=124,540294895435;
27.05.2019 16:34:48:876;Ax=4,85441761154422;Ay=4,83938003766322;Az=0,107631962354124;rx=88,6322274171432;ry=89,9405237270708;rz=89,1891559391232;Vx=2697,79834231306;Vy=2698,69391341796;Vz=-0,800807032781058;cx=-0,165313363932221;cy=-0,0598435229784116;latitude=46,767525363032;longitude=124,516199414065;
